Time (EpSec),x (km),y (km),z (km),Angle (deg),Angle (deg)
403.6,19943.03864,-37151.94265,-41.683723,116.01,5.936
403.7,19943.30956,-37151.79722,-41.684305,116.011,5.937
403.8,19943.58047,-37151.65179,-41.684886,116.012,5.937
403.9,19943.85138,-37151.50636,-41.685468,116.013,5.937
404,19944.1223,-37151.36092,-41.68605,116.013,5.937
404.1,19944.39321,-37151.21549,-41.686631,116.014,5.938
404.2,19944.66412,-37151.07005,-41.687213,116.015,5.938
404.3,19944.93503,-37150.92461,-41.687795,116.015,5.938
404.4,19945.20593,-37150.77916,-41.688376,116.016,5.938
404.5,19945.47684,-37150.63372,-41.688958,116.017,5.938
404.6,19945.74775,-37150.48827,-41.68954,116.018,5.939
404.7,19946.01865,-37150.34283,-41.690121,116.018,5.939
404.8,19946.28955,-37150.19738,-41.690703,116.019,5.939
404.9,19946.56046,-37150.05192,-41.691285,116.02,5.939
405,19946.83136,-37149.90647,-41.691866,116.02,5.939
405.1,19947.10226,-37149.76101,-41.692448,116.021,5.94
405.2,19947.37316,-37149.61556,-41.69303,116.022,5.94
405.3,19947.64406,-37149.4701,-41.693611,116.023,5.94
405.4,19947.91495,-37149.32464,-41.694193,116.023,5.94
405.5,19948.18585,-37149.17917,-41.694775,116.024,5.94
405.6,19948.45674,-37149.03371,-41.695356,116.025,5.941
405.7,19948.72764,-37148.88824,-41.695938,116.025,5.941
405.8,19948.99853,-37148.74277,-41.69652,116.026,5.941
405.9,19949.26942,-37148.5973,-41.697101,116.027,5.941
406,19949.54031,-37148.45182,-41.697683,116.028,5.942
406.1,19949.8112,-37148.30635,-41.698265,116.028,5.942
406.2,19950.08209,-37148.16087,-41.698846,116.029,5.942
406.3,19950.35298,-37148.01539,-41.699428,116.03,5.942
406.4,19950.62386,-37147.86991,-41.70001,116.03,5.942
406.5,19950.89475,-37147.72442,-41.700591,116.031,5.943
406.6,19951.16563,-37147.57894,-41.701173,116.032,5.943
406.7,19951.43652,-37147.43345,-41.701755,116.033,5.943
406.8,19951.7074,-37147.28796,-41.702336,116.033,5.943
406.9,19951.97828,-37147.14247,-41.702918,116.034,5.943
407,19952.24916,-37146.99698,-41.703499,116.035,5.944
407.1,19952.52004,-37146.85148,-41.704081,116.035,5.944
407.2,19952.79092,-37146.70598,-41.704663,116.036,5.944
407.3,19953.0618,-37146.56049,-41.705244,116.037,5.944
407.4,19953.33267,-37146.41498,-41.705826,116.038,5.944
407.5,19953.60355,-37146.26948,-41.706407,116.038,5.945
407.6,19953.87442,-37146.12398,-41.706989,116.039,5.945
407.7,19954.14529,-37145.97847,-41.707571,116.04,5.945
407.8,19954.41616,-37145.83296,-41.708152,116.04,5.945
407.9,19954.68703,-37145.68745,-41.708734,116.041,5.946
408,19954.9579,-37145.54193,-41.709316,116.042,5.946
408.1,19955.22877,-37145.39642,-41.709897,116.043,5.946
408.2,19955.49964,-37145.2509,-41.710479,116.043,5.946
408.3,19955.77051,-37145.10538,-41.71106,116.044,5.946
408.4,19956.04137,-37144.95986,-41.711642,116.045,5.947
408.5,19956.31224,-37144.81434,-41.712223,116.045,5.947
408.6,19956.5831,-37144.66881,-41.712805,116.046,5.947
408.7,19956.85396,-37144.52329,-41.713387,116.047,5.947
408.8,19957.12482,-37144.37776,-41.713968,116.048,5.947
408.9,19957.39568,-37144.23223,-41.71455,116.048,5.948
409,19957.66654,-37144.08669,-41.715131,116.049,5.948
409.1,19957.9374,-37143.94116,-41.715713,116.05,5.948
409.2,19958.20826,-37143.79562,-41.716295,116.05,5.948
409.3,19958.47911,-37143.65008,-41.716876,116.051,5.948
409.4,19958.74997,-37143.50454,-41.717458,116.052,5.949
409.5,19959.02082,-37143.359,-41.718039,116.053,5.949
409.6,19959.29167,-37143.21345,-41.718621,116.053,5.949
409.7,19959.56252,-37143.06791,-41.719202,116.054,5.949
409.8,19959.83337,-37142.92236,-41.719784,116.055,5.949
409.9,19960.10422,-37142.77681,-41.720366,116.055,5.95
410,19960.37507,-37142.63126,-41.720947,116.056,5.95
410.1,19960.64592,-37142.4857,-41.721529,116.057,5.95
410.2,19960.91676,-37142.34014,-41.72211,116.058,5.95
410.3,19961.18761,-37142.19459,-41.722692,116.058,5.95
410.4,19961.45845,-37142.04902,-41.723273,116.059,5.951
410.5,19961.7293,-37141.90346,-41.723855,116.06,5.951
410.6,19962.00014,-37141.7579,-41.724436,116.06,5.951
410.7,19962.27098,-37141.61233,-41.725018,116.061,5.951
410.8,19962.54182,-37141.46676,-41.725599,116.062,5.951
410.9,19962.81266,-37141.32119,-41.726181,116.063,5.952
411,19963.0835,-37141.17562,-41.726763,116.063,5.952
411.1,19963.35433,-37141.03005,-41.727344,116.064,5.952
411.2,19963.62517,-37140.88447,-41.727926,116.065,5.952
411.3,19963.896,-37140.73889,-41.728507,116.065,5.953
411.4,19964.16684,-37140.59331,-41.729089,116.066,5.953
411.5,19964.43767,-37140.44773,-41.72967,116.067,5.953
411.6,19964.7085,-37140.30214,-41.730252,116.068,5.953
411.7,19964.97933,-37140.15656,-41.730833,116.068,5.953
411.8,19965.25016,-37140.01097,-41.731415,116.069,5.954
411.9,19965.52099,-37139.86538,-41.731996,116.07,5.954
412,19965.79181,-37139.71979,-41.732578,116.07,5.954
412.1,19966.06264,-37139.57419,-41.733159,116.071,5.954
412.2,19966.33346,-37139.4286,-41.733741,116.072,5.954
412.3,19966.60429,-37139.283,-41.734322,116.073,5.955
412.4,19966.87511,-37139.1374,-41.734904,116.073,5.955
412.5,19967.14593,-37138.9918,-41.735485,116.074,5.955
412.6,19967.41675,-37138.84619,-41.736067,116.075,5.955
412.7,19967.68757,-37138.70059,-41.736648,116.076,5.955
412.8,19967.95839,-37138.55498,-41.73723,116.076,5.956
412.9,19968.22921,-37138.40937,-41.737811,116.077,5.956
413,19968.50003,-37138.26376,-41.738393,116.078,5.956
413.1,19968.77084,-37138.11814,-41.738974,116.078,5.956
413.2,19969.04166,-37137.97253,-41.739556,116.079,5.956
413.3,19969.31247,-37137.82691,-41.740137,116.08,5.957
413.4,19969.58328,-37137.68129,-41.740719,116.081,5.957
413.5,19969.85409,-37137.53567,-41.7413,116.081,5.957
413.6,19970.1249,-37137.39004,-41.741882,116.082,5.957
413.7,19970.39571,-37137.24442,-41.742463,116.083,5.957
413.8,19970.66652,-37137.09879,-41.743045,116.083,5.958
413.9,19970.93733,-37136.95316,-41.743626,116.084,5.958
414,19971.20813,-37136.80753,-41.744208,116.085,5.958
414.1,19971.47894,-37136.66189,-41.744789,116.086,5.958
414.2,19971.74974,-37136.51626,-41.745371,116.086,5.958
414.3,19972.02054,-37136.37062,-41.745952,116.087,5.959
414.4,19972.29134,-37136.22498,-41.746533,116.088,5.959
414.5,19972.56215,-37136.07934,-41.747115,116.088,5.959
414.6,19972.83294,-37135.9337,-41.747696,116.089,5.959
414.7,19973.10374,-37135.78805,-41.748278,116.09,5.959
414.8,19973.37454,-37135.6424,-41.748859,116.091,5.96
414.9,19973.64534,-37135.49675,-41.749441,116.091,5.96
415,19973.91613,-37135.3511,-41.750022,116.092,5.96
415.1,19974.18693,-37135.20545,-41.750604,116.093,5.96
415.2,19974.45772,-37135.05979,-41.751185,116.093,5.96
415.3,19974.72851,-37134.91414,-41.751766,116.094,5.961
415.4,19974.9993,-37134.76848,-41.752348,116.095,5.961
415.5,19975.27009,-37134.62282,-41.752929,116.096,5.961
415.6,19975.54088,-37134.47715,-41.753511,116.096,5.961
415.7,19975.81167,-37134.33149,-41.754092,116.097,5.961
415.8,19976.08245,-37134.18582,-41.754674,116.098,5.962
415.9,19976.35324,-37134.04015,-41.755255,116.098,5.962
416,19976.62403,-37133.89448,-41.755837,116.099,5.962
416.1,19976.89481,-37133.74881,-41.756418,116.1,5.962
416.2,19977.16559,-37133.60313,-41.756999,116.101,5.962
416.3,19977.43637,-37133.45745,-41.757581,116.101,5.963
416.4,19977.70715,-37133.31177,-41.758162,116.102,5.963
416.5,19977.97793,-37133.16609,-41.758744,116.103,5.963
416.6,19978.24871,-37133.02041,-41.759325,116.103,5.963
416.7,19978.51949,-37132.87473,-41.759906,116.104,5.963
416.8,19978.79026,-37132.72904,-41.760488,116.105,5.964
416.9,19979.06104,-37132.58335,-41.761069,116.106,5.964
417,19979.33181,-37132.43766,-41.761651,116.106,5.964
417.1,19979.60259,-37132.29197,-41.762232,116.107,5.964
417.2,19979.87336,-37132.14627,-41.762813,116.108,5.964
417.3,19980.14413,-37132.00057,-41.763395,116.108,5.965
417.4,19980.4149,-37131.85488,-41.763976,116.109,5.965
417.5,19980.68567,-37131.70917,-41.764558,116.11,5.965
417.6,19980.95643,-37131.56347,-41.765139,116.111,5.965
417.7,19981.2272,-37131.41777,-41.76572,116.111,5.965
417.8,19981.49797,-37131.27206,-41.766302,116.112,5.966
417.9,19981.76873,-37131.12635,-41.766883,116.113,5.966
418,19982.03949,-37130.98064,-41.767465,116.114,5.966
418.1,19982.31026,-37130.83493,-41.768046,116.114,5.966
418.2,19982.58102,-37130.68921,-41.768627,116.115,5.966
418.3,19982.85178,-37130.5435,-41.769209,116.116,5.967
418.4,19983.12254,-37130.39778,-41.76979,116.116,5.967
418.5,19983.39329,-37130.25206,-41.770371,116.117,5.967
418.6,19983.66405,-37130.10634,-41.770953,116.118,5.967
418.7,19983.93481,-37129.96061,-41.771534,116.119,5.967
418.8,19984.20556,-37129.81488,-41.772116,116.119,5.968
418.9,19984.47632,-37129.66916,-41.772697,116.12,5.968
419,19984.74707,-37129.52343,-41.773278,116.121,5.968
419.1,19985.01782,-37129.37769,-41.77386,116.121,5.968
419.2,19985.28857,-37129.23196,-41.774441,116.122,5.968
419.3,19985.55932,-37129.08622,-41.775022,116.123,5.969
419.4,19985.83007,-37128.94048,-41.775604,116.124,5.969
419.5,19986.10082,-37128.79474,-41.776185,116.124,5.969
419.6,19986.37156,-37128.649,-41.776766,116.125,5.969
419.7,19986.64231,-37128.50326,-41.777348,116.126,5.969
419.8,19986.91305,-37128.35751,-41.777929,116.126,5.97
419.9,19987.18379,-37128.21176,-41.77851,116.127,5.97
420,19987.45454,-37128.06601,-41.779092,116.128,5.97
420.1,19987.72528,-37127.92026,-41.779673,116.129,5.97
420.2,19987.99602,-37127.77451,-41.780254,116.129,5.97
420.3,19988.26676,-37127.62875,-41.780836,116.13,5.971
420.4,19988.53749,-37127.48299,-41.781417,116.131,5.971
420.5,19988.80823,-37127.33723,-41.781998,116.131,5.971
420.6,19989.07897,-37127.19147,-41.78258,116.132,5.971
420.7,19989.3497,-37127.04571,-41.783161,116.133,5.971
420.8,19989.62043,-37126.89994,-41.783742,116.134,5.972
420.9,19989.89117,-37126.75417,-41.784324,116.134,5.972
421,19990.1619,-37126.6084,-41.784905,116.135,5.972
421.1,19990.43263,-37126.46263,-41.785486,116.136,5.972
421.2,19990.70336,-37126.31686,-41.786068,116.137,5.972
421.3,19990.97409,-37126.17108,-41.786649,116.137,5.973
421.4,19991.24481,-37126.0253,-41.78723,116.138,5.973
421.5,19991.51554,-37125.87952,-41.787811,116.139,5.973
421.6,19991.78627,-37125.73374,-41.788393,116.139,5.973
421.7,19992.05699,-37125.58796,-41.788974,116.14,5.973
421.8,19992.32771,-37125.44217,-41.789555,116.141,5.974
421.9,19992.59843,-37125.29638,-41.790137,116.142,5.974
422,19992.86915,-37125.15059,-41.790718,116.142,5.974
422.1,19993.13987,-37125.0048,-41.791299,116.143,5.974
422.2,19993.41059,-37124.85901,-41.791881,116.144,5.974
422.3,19993.68131,-37124.71321,-41.792462,116.144,5.975
422.4,19993.95203,-37124.56742,-41.793043,116.145,5.975
422.5,19994.22274,-37124.42162,-41.793624,116.146,5.975
422.6,19994.49346,-37124.27582,-41.794206,116.147,5.975
422.7,19994.76417,-37124.13001,-41.794787,116.147,5.975
422.8,19995.03488,-37123.98421,-41.795368,116.148,5.976
422.9,19995.30559,-37123.8384,-41.795949,116.149,5.976
423,19995.5763,-37123.69259,-41.796531,116.149,5.976
423.1,19995.84701,-37123.54678,-41.797112,116.15,5.976
423.2,19996.11772,-37123.40097,-41.797693,116.151,5.976
423.3,19996.38843,-37123.25515,-41.798275,116.152,5.977
423.4,19996.65913,-37123.10933,-41.798856,116.152,5.977
423.5,19996.92984,-37122.96351,-41.799437,116.153,5.977
423.6,19997.20054,-37122.81769,-41.800018,116.154,5.977
423.7,19997.47125,-37122.67187,-41.8006,116.154,5.977
423.8,19997.74195,-37122.52604,-41.801181,116.155,5.977
423.9,19998.01265,-37122.38022,-41.801762,116.156,5.978
424,19998.28335,-37122.23439,-41.802343,116.157,5.978
424.1,19998.55405,-37122.08856,-41.802925,116.157,5.978
424.2,19998.82474,-37121.94272,-41.803506,116.158,5.978
424.3,19999.09544,-37121.79689,-41.804087,116.159,5.978
424.4,19999.36614,-37121.65105,-41.804668,116.16,5.979
424.5,19999.63683,-37121.50521,-41.80525,116.16,5.979
424.6,19999.90752,-37121.35937,-41.805831,116.161,5.979
424.7,20000.17821,-37121.21353,-41.806412,116.162,5.979
424.8,20000.44891,-37121.06768,-41.806993,116.162,5.979
424.9,20000.7196,-37120.92184,-41.807574,116.163,5.98
425,20000.99028,-37120.77599,-41.808156,116.164,5.98
425.1,20001.26097,-37120.63014,-41.808737,116.165,5.98
425.2,20001.53166,-37120.48428,-41.809318,116.165,5.98
425.3,20001.80234,-37120.33843,-41.809899,116.166,5.98
425.4,20002.07303,-37120.19257,-41.810481,116.167,5.981
425.5,20002.34371,-37120.04671,-41.811062,116.167,5.981
425.6,20002.6144,-37119.90085,-41.811643,116.168,5.981
425.7,20002.88508,-37119.75499,-41.812224,116.169,5.981
425.8,20003.15576,-37119.60913,-41.812805,116.17,5.981
425.9,20003.42644,-37119.46326,-41.813387,116.17,5.982
426,20003.69712,-37119.31739,-41.813968,116.171,5.982
426.1,20003.96779,-37119.17152,-41.814549,116.172,5.982
426.2,20004.23847,-37119.02565,-41.81513,116.172,5.982
426.3,20004.50914,-37118.87977,-41.815711,116.173,5.982
426.4,20004.77982,-37118.7339,-41.816293,116.174,5.983
426.5,20005.05049,-37118.58802,-41.816874,116.175,5.983
426.6,20005.32116,-37118.44214,-41.817455,116.175,5.983
426.7,20005.59183,-37118.29625,-41.818036,116.176,5.983
426.8,20005.8625,-37118.15037,-41.818617,116.177,5.983
426.9,20006.13317,-37118.00448,-41.819199,116.178,5.983
427,20006.40384,-37117.8586,-41.81978,116.178,5.984
427.1,20006.67451,-37117.71271,-41.820361,116.179,5.984
427.2,20006.94517,-37117.56681,-41.820942,116.18,5.984
427.3,20007.21584,-37117.42092,-41.821523,116.18,5.984
427.4,20007.4865,-37117.27502,-41.822104,116.181,5.984
427.5,20007.75716,-37117.12912,-41.822686,116.182,5.985
427.6,20008.02782,-37116.98322,-41.823267,116.183,5.985
427.7,20008.29848,-37116.83732,-41.823848,116.183,5.985
427.8,20008.56914,-37116.69142,-41.824429,116.184,5.985
427.9,20008.8398,-37116.54551,-41.82501,116.185,5.985
428,20009.11046,-37116.3996,-41.825591,116.185,5.986
428.1,20009.38111,-37116.25369,-41.826173,116.186,5.986
428.2,20009.65177,-37116.10778,-41.826754,116.187,5.986
428.3,20009.92242,-37115.96187,-41.827335,116.188,5.986
428.4,20010.19307,-37115.81595,-41.827916,116.188,5.986
428.5,20010.46373,-37115.67003,-41.828497,116.189,5.987
428.6,20010.73438,-37115.52411,-41.829078,116.19,5.987
428.7,20011.00503,-37115.37819,-41.829659,116.19,5.987
428.8,20011.27567,-37115.23227,-41.830241,116.191,5.987
428.9,20011.54632,-37115.08634,-41.830822,116.192,5.987
429,20011.81697,-37114.94041,-41.831403,116.193,5.987
429.1,20012.08761,-37114.79448,-41.831984,116.193,5.988
429.2,20012.35826,-37114.64855,-41.832565,116.194,5.988
429.3,20012.6289,-37114.50262,-41.833146,116.195,5.988
429.4,20012.89954,-37114.35668,-41.833727,116.196,5.988
429.5,20013.17018,-37114.21075,-41.834308,116.196,5.988
429.6,20013.44082,-37114.06481,-41.83489,116.197,5.989
429.7,20013.71146,-37113.91886,-41.835471,116.198,5.989
429.8,20013.9821,-37113.77292,-41.836052,116.198,5.989
429.9,20014.25274,-37113.62698,-41.836633,116.199,5.989
430,20014.52337,-37113.48103,-41.837214,116.2,5.989
430.1,20014.79401,-37113.33508,-41.837795,116.201,5.99
430.2,20015.06464,-37113.18913,-41.838376,116.201,5.99
430.3,20015.33527,-37113.04317,-41.838957,116.202,5.99
430.4,20015.60591,-37112.89722,-41.839539,116.203,5.99
430.5,20015.87654,-37112.75126,-41.84012,116.203,5.99
430.6,20016.14717,-37112.6053,-41.840701,116.204,5.991
430.7,20016.41779,-37112.45934,-41.841282,116.205,5.991
430.8,20016.68842,-37112.31338,-41.841863,116.206,5.991
430.9,20016.95905,-37112.16741,-41.842444,116.206,5.991
431,20017.22967,-37112.02144,-41.843025,116.207,5.991
431.1,20017.5003,-37111.87547,-41.843606,116.208,5.991
431.2,20017.77092,-37111.7295,-41.844187,116.209,5.992
431.3,20018.04154,-37111.58353,-41.844768,116.209,5.992
431.4,20018.31216,-37111.43755,-41.845349,116.21,5.992
431.5,20018.58278,-37111.29158,-41.845931,116.211,5.992
431.6,20018.8534,-37111.1456,-41.846512,116.211,5.992
431.7,20019.12402,-37110.99962,-41.847093,116.212,5.993
431.8,20019.39463,-37110.85363,-41.847674,116.213,5.993
431.9,20019.66525,-37110.70765,-41.848255,116.214,5.993
432,20019.93586,-37110.56166,-41.848836,116.214,5.993
432.1,20020.20648,-37110.41567,-41.849417,116.215,5.993
432.2,20020.47709,-37110.26968,-41.849998,116.216,5.994
432.3,20020.7477,-37110.12369,-41.850579,116.216,5.994
432.4,20021.01831,-37109.97769,-41.85116,116.217,5.994
432.5,20021.28892,-37109.8317,-41.851741,116.218,5.994
432.6,20021.55953,-37109.6857,-41.852322,116.219,5.994
432.7,20021.83014,-37109.5397,-41.852903,116.219,5.994
432.8,20022.10074,-37109.39369,-41.853484,116.22,5.995
432.9,20022.37135,-37109.24769,-41.854065,116.221,5.995
433,20022.64195,-37109.10168,-41.854646,116.222,5.995
433.1,20022.91255,-37108.95567,-41.855227,116.222,5.995
433.2,20023.18315,-37108.80966,-41.855809,116.223,5.995
433.3,20023.45376,-37108.66365,-41.85639,116.224,5.996
433.4,20023.72435,-37108.51764,-41.856971,116.224,5.996
433.5,20023.99495,-37108.37162,-41.857552,116.225,5.996
433.6,20024.26555,-37108.2256,-41.858133,116.226,5.996
433.7,20024.53615,-37108.07958,-41.858714,116.227,5.996
433.8,20024.80674,-37107.93356,-41.859295,116.227,5.996
433.9,20025.07734,-37107.78753,-41.859876,116.228,5.997
434,20025.34793,-37107.64151,-41.860457,116.229,5.997
434.1,20025.61852,-37107.49548,-41.861038,116.229,5.997
434.2,20025.88911,-37107.34945,-41.861619,116.23,5.997
434.3,20026.1597,-37107.20342,-41.8622,116.231,5.997
434.4,20026.43029,-37107.05738,-41.862781,116.232,5.998
434.5,20026.70088,-37106.91135,-41.863362,116.232,5.998
434.6,20026.97147,-37106.76531,-41.863943,116.233,5.998
434.7,20027.24205,-37106.61927,-41.864524,116.234,5.998
434.8,20027.51264,-37106.47322,-41.865105,116.235,5.998
434.9,20027.78322,-37106.32718,-41.865686,116.235,5.999
435,20028.0538,-37106.18113,-41.866267,116.236,5.999
435.1,20028.32438,-37106.03509,-41.866848,116.237,5.999
435.2,20028.59496,-37105.88904,-41.867429,116.237,5.999
435.3,20028.86554,-37105.74298,-41.86801,116.238,5.999
435.4,20029.13612,-37105.59693,-41.868591,116.239,5.999
435.5,20029.4067,-37105.45087,-41.869172,116.24,6
435.6,20029.67727,-37105.30481,-41.869753,116.24,6
435.7,20029.94785,-37105.15875,-41.870334,116.241,6
435.8,20030.21842,-37105.01269,-41.870915,116.242,6
435.9,20030.489,-37104.86663,-41.871496,116.242,6
436,20030.75957,-37104.72056,-41.872077,116.243,6.001
436.1,20031.03014,-37104.5745,-41.872658,116.244,6.001
436.2,20031.30071,-37104.42843,-41.873239,116.245,6.001
436.3,20031.57128,-37104.28235,-41.87382,116.245,6.001
436.4,20031.84184,-37104.13628,-41.874401,116.246,6.001
436.5,20032.11241,-37103.9902,-41.874982,116.247,6.001
436.6,20032.38298,-37103.84413,-41.875563,116.248,6.002
436.7,20032.65354,-37103.69805,-41.876144,116.248,6.002
436.8,20032.9241,-37103.55196,-41.876725,116.249,6.002
436.9,20033.19467,-37103.40588,-41.877306,116.25,6.002
437,20033.46523,-37103.25979,-41.877886,116.25,6.002
437.1,20033.73579,-37103.11371,-41.878467,116.251,6.003
437.2,20034.00635,-37102.96762,-41.879048,116.252,6.003
437.3,20034.27691,-37102.82153,-41.879629,116.253,6.003
437.4,20034.54746,-37102.67543,-41.88021,116.253,6.003
437.5,20034.81802,-37102.52934,-41.880791,116.254,6.003
437.6,20035.08857,-37102.38324,-41.881372,116.255,6.003
437.7,20035.35913,-37102.23714,-41.881953,116.255,6.004
437.8,20035.62968,-37102.09104,-41.882534,116.256,6.004
437.9,20035.90023,-37101.94493,-41.883115,116.257,6.004
438,20036.17078,-37101.79883,-41.883696,116.258,6.004
438.1,20036.44133,-37101.65272,-41.884277,116.258,6.004
438.2,20036.71188,-37101.50661,-41.884858,116.259,6.005
438.3,20036.98243,-37101.3605,-41.885439,116.26,6.005
438.4,20037.25297,-37101.21439,-41.88602,116.261,6.005
438.5,20037.52352,-37101.06827,-41.886601,116.261,6.005
438.6,20037.79406,-37100.92216,-41.887182,116.262,6.005
438.7,20038.0646,-37100.77604,-41.887762,116.263,6.005
438.8,20038.33515,-37100.62992,-41.888343,116.263,6.006
438.9,20038.60569,-37100.48379,-41.888924,116.264,6.006
439,20038.87623,-37100.33767,-41.889505,116.265,6.006
439.1,20039.14677,-37100.19154,-41.890086,116.266,6.006
439.2,20039.4173,-37100.04541,-41.890667,116.266,6.006
439.3,20039.68784,-37099.89928,-41.891248,116.267,6.007
439.4,20039.95838,-37099.75315,-41.891829,116.268,6.007
439.5,20040.22891,-37099.60701,-41.89241,116.268,6.007
439.6,20040.49944,-37099.46087,-41.892991,116.269,6.007
439.7,20040.76998,-37099.31474,-41.893572,116.27,6.007
439.8,20041.04051,-37099.16859,-41.894152,116.271,6.007
439.9,20041.31104,-37099.02245,-41.894733,116.271,6.008
440,20041.58157,-37098.87631,-41.895314,116.272,6.008
440.1,20041.8521,-37098.73016,-41.895895,116.273,6.008
440.2,20042.12262,-37098.58401,-41.896476,116.274,6.008
440.3,20042.39315,-37098.43786,-41.897057,116.274,6.008
440.4,20042.66367,-37098.29171,-41.897638,116.275,6.009
440.5,20042.9342,-37098.14555,-41.898219,116.276,6.009
440.6,20043.20472,-37097.9994,-41.898799,116.276,6.009
440.7,20043.47524,-37097.85324,-41.89938,116.277,6.009
440.8,20043.74576,-37097.70708,-41.899961,116.278,6.009
440.9,20044.01628,-37097.56091,-41.900542,116.279,6.009
441,20044.2868,-37097.41475,-41.901123,116.279,6.01
441.1,20044.55732,-37097.26858,-41.901704,116.28,6.01
441.2,20044.82784,-37097.12241,-41.902285,116.281,6.01
441.3,20045.09835,-37096.97624,-41.902866,116.282,6.01
441.4,20045.36886,-37096.83007,-41.903446,116.282,6.01
441.5,20045.63938,-37096.6839,-41.904027,116.283,6.011
441.6,20045.90989,-37096.53772,-41.904608,116.284,6.011
441.7,20046.1804,-37096.39154,-41.905189,116.284,6.011
441.8,20046.45091,-37096.24536,-41.90577,116.285,6.011
441.9,20046.72142,-37096.09918,-41.906351,116.286,6.011
442,20046.99193,-37095.953,-41.906932,116.287,6.011
442.1,20047.26244,-37095.80681,-41.907512,116.287,6.012
442.2,20047.53294,-37095.66062,-41.908093,116.288,6.012
442.3,20047.80345,-37095.51443,-41.908674,116.289,6.012
442.4,20048.07395,-37095.36824,-41.909255,116.289,6.012
442.5,20048.34445,-37095.22204,-41.909836,116.29,6.012
442.6,20048.61495,-37095.07585,-41.910417,116.291,6.013
442.7,20048.88545,-37094.92965,-41.910997,116.292,6.013
442.8,20049.15595,-37094.78345,-41.911578,116.292,6.013
442.9,20049.42645,-37094.63725,-41.912159,116.293,6.013
443,20049.69695,-37094.49104,-41.91274,116.294,6.013
443.1,20049.96744,-37094.34484,-41.913321,116.295,6.013
443.2,20050.23794,-37094.19863,-41.913902,116.295,6.014
443.3,20050.50843,-37094.05242,-41.914482,116.296,6.014
443.4,20050.77893,-37093.90621,-41.915063,116.297,6.014
443.5,20051.04942,-37093.75999,-41.915644,116.297,6.014
443.6,20051.31991,-37093.61378,-41.916225,116.298,6.014
443.7,20051.5904,-37093.46756,-41.916806,116.299,6.014
443.8,20051.86089,-37093.32134,-41.917386,116.3,6.015
443.9,20052.13138,-37093.17512,-41.917967,116.3,6.015
444,20052.40186,-37093.02889,-41.918548,116.301,6.015
444.1,20052.67235,-37092.88267,-41.919129,116.302,6.015
444.2,20052.94283,-37092.73644,-41.91971,116.303,6.015
444.3,20053.21332,-37092.59021,-41.92029,116.303,6.016
444.4,20053.4838,-37092.44398,-41.920871,116.304,6.016
444.5,20053.75428,-37092.29775,-41.921452,116.305,6.016
444.6,20054.02476,-37092.15151,-41.922033,116.305,6.016
444.7,20054.29524,-37092.00527,-41.922614,116.306,6.016
444.8,20054.56572,-37091.85903,-41.923194,116.307,6.016
444.9,20054.83619,-37091.71279,-41.923775,116.308,6.017
445,20055.10667,-37091.56655,-41.924356,116.308,6.017
445.1,20055.37714,-37091.4203,-41.924937,116.309,6.017
445.2,20055.64762,-37091.27406,-41.925517,116.31,6.017
445.3,20055.91809,-37091.12781,-41.926098,116.31,6.017
445.4,20056.18856,-37090.98155,-41.926679,116.311,6.017
445.5,20056.45903,-37090.8353,-41.92726,116.312,6.018
445.6,20056.7295,-37090.68905,-41.927841,116.313,6.018
445.7,20056.99997,-37090.54279,-41.928421,116.313,6.018
445.8,20057.27044,-37090.39653,-41.929002,116.314,6.018
445.9,20057.5409,-37090.25027,-41.929583,116.315,6.018
446,20057.81137,-37090.10401,-41.930164,116.316,6.019
446.1,20058.08183,-37089.95774,-41.930744,116.316,6.019
446.2,20058.3523,-37089.81147,-41.931325,116.317,6.019
446.3,20058.62276,-37089.6652,-41.931906,116.318,6.019
446.4,20058.89322,-37089.51893,-41.932487,116.318,6.019
446.5,20059.16368,-37089.37266,-41.933067,116.319,6.019
446.6,20059.43414,-37089.22638,-41.933648,116.32,6.02
446.7,20059.7046,-37089.08011,-41.934229,116.321,6.02
446.8,20059.97505,-37088.93383,-41.93481,116.321,6.02
446.9,20060.24551,-37088.78755,-41.93539,116.322,6.02
447,20060.51596,-37088.64126,-41.935971,116.323,6.02
447.1,20060.78642,-37088.49498,-41.936552,116.324,6.02
447.2,20061.05687,-37088.34869,-41.937132,116.324,6.021
447.3,20061.32732,-37088.2024,-41.937713,116.325,6.021
447.4,20061.59777,-37088.05611,-41.938294,116.326,6.021
447.5,20061.86822,-37087.90982,-41.938875,116.326,6.021
447.6,20062.13867,-37087.76353,-41.939455,116.327,6.021
447.7,20062.40912,-37087.61723,-41.940036,116.328,6.021
447.8,20062.67956,-37087.47093,-41.940617,116.329,6.022
447.9,20062.95001,-37087.32463,-41.941198,116.329,6.022
448,20063.22045,-37087.17833,-41.941778,116.33,6.022
448.1,20063.49089,-37087.03202,-41.942359,116.331,6.022
448.2,20063.76134,-37086.88572,-41.94294,116.332,6.022
448.3,20064.03178,-37086.73941,-41.94352,116.332,6.023
448.4,20064.30222,-37086.5931,-41.944101,116.333,6.023
448.5,20064.57265,-37086.44678,-41.944682,116.334,6.023
448.6,20064.84309,-37086.30047,-41.945262,116.334,6.023
448.7,20065.11353,-37086.15415,-41.945843,116.335,6.023
448.8,20065.38396,-37086.00783,-41.946424,116.336,6.023
