Time (EpSec),x (km),y (km),z (km),Angle (deg),Angle (deg)
45.2,18965.37699,-37660.40731,-39.584917,113.685,4.665
45.3,18965.65161,-37660.26901,-39.585506,113.685,4.665
45.4,18965.92623,-37660.13071,-39.586095,113.686,4.666
45.5,18966.20085,-37659.99241,-39.586685,113.686,4.666
45.6,18966.47547,-37659.85411,-39.587274,113.687,4.667
45.7,18966.75009,-37659.7158,-39.587864,113.688,4.667
45.8,18967.02471,-37659.57749,-39.588453,113.688,4.668
45.9,18967.29932,-37659.43918,-39.589043,113.689,4.668
46,18967.57394,-37659.30087,-39.589632,113.689,4.668
46.1,18967.84856,-37659.16255,-39.590221,113.69,4.669
46.2,18968.12317,-37659.02423,-39.590811,113.69,4.669
46.3,18968.39778,-37658.88591,-39.5914,113.691,4.67
46.4,18968.67239,-37658.74759,-39.59199,113.692,4.67
46.5,18968.947,-37658.60927,-39.592579,113.692,4.671
46.6,18969.22161,-37658.47095,-39.593169,113.693,4.671
46.7,18969.49622,-37658.33262,-39.593758,113.693,4.672
46.8,18969.77083,-37658.19429,-39.594347,113.694,4.672
46.9,18970.04544,-37658.05596,-39.594937,113.694,4.673
47,18970.32004,-37657.91762,-39.595526,113.695,4.673
47.1,18970.59465,-37657.77929,-39.596116,113.695,4.674
47.2,18970.86925,-37657.64095,-39.596705,113.696,4.674
47.3,18971.14385,-37657.50261,-39.597294,113.697,4.675
47.4,18971.41846,-37657.36427,-39.597884,113.697,4.675
47.5,18971.69306,-37657.22593,-39.598473,113.698,4.676
47.6,18971.96766,-37657.08758,-39.599063,113.698,4.676
47.7,18972.24226,-37656.94924,-39.599652,113.699,4.677
47.8,18972.51685,-37656.81089,-39.600241,113.699,4.677
47.9,18972.79145,-37656.67254,-39.600831,113.7,4.678
48,18973.06605,-37656.53418,-39.60142,113.701,4.678
48.1,18973.34064,-37656.39583,-39.60201,113.701,4.679
48.2,18973.61523,-37656.25747,-39.602599,113.702,4.679
48.3,18973.88983,-37656.11911,-39.603188,113.702,4.68
48.4,18974.16442,-37655.98075,-39.603778,113.703,4.68
48.5,18974.43901,-37655.84239,-39.604367,113.703,4.681
48.6,18974.7136,-37655.70402,-39.604956,113.704,4.681
48.7,18974.98819,-37655.56566,-39.605546,113.705,4.682
48.8,18975.26277,-37655.42729,-39.606135,113.705,4.682
48.9,18975.53736,-37655.28892,-39.606725,113.706,4.683
49,18975.81195,-37655.15054,-39.607314,113.706,4.683
49.1,18976.08653,-37655.01217,-39.607903,113.707,4.684
49.2,18976.36112,-37654.87379,-39.608493,113.707,4.684
49.3,18976.6357,-37654.73541,-39.609082,113.708,4.685
49.4,18976.91028,-37654.59703,-39.609671,113.709,4.685
49.5,18977.18486,-37654.45865,-39.610261,113.709,4.686
49.6,18977.45944,-37654.32026,-39.61085,113.71,4.686
49.7,18977.73402,-37654.18188,-39.611439,113.71,4.687
49.8,18978.0086,-37654.04349,-39.612029,113.711,4.687
49.9,18978.28317,-37653.90509,-39.612618,113.711,4.688
50,18978.55775,-37653.7667,-39.613207,113.712,4.688
50.1,18978.83232,-37653.62831,-39.613797,113.713,4.689
50.2,18979.1069,-37653.48991,-39.614386,113.713,4.689
50.3,18979.38147,-37653.35151,-39.614975,113.714,4.69
50.4,18979.65604,-37653.21311,-39.615565,113.714,4.69
50.5,18979.93061,-37653.07471,-39.616154,113.715,4.69
50.6,18980.20518,-37652.9363,-39.616743,113.715,4.691
50.7,18980.47975,-37652.79789,-39.617333,113.716,4.691
50.8,18980.75432,-37652.65948,-39.617922,113.717,4.692
50.9,18981.02888,-37652.52107,-39.618511,113.717,4.692
51,18981.30345,-37652.38266,-39.619101,113.718,4.693
51.1,18981.57801,-37652.24425,-39.61969,113.718,4.693
51.2,18981.85257,-37652.10583,-39.620279,113.719,4.694
51.3,18982.12714,-37651.96741,-39.620869,113.719,4.694
51.4,18982.4017,-37651.82899,-39.621458,113.72,4.695
51.5,18982.67626,-37651.69056,-39.622047,113.721,4.695
51.6,18982.95082,-37651.55214,-39.622637,113.721,4.696
51.7,18983.22538,-37651.41371,-39.623226,113.722,4.696
51.8,18983.49993,-37651.27528,-39.623815,113.722,4.697
51.9,18983.77449,-37651.13685,-39.624405,113.723,4.697
52,18984.04905,-37650.99842,-39.624994,113.723,4.698
52.1,18984.3236,-37650.85998,-39.625583,113.724,4.698
52.2,18984.59815,-37650.72155,-39.626172,113.725,4.699
52.3,18984.87271,-37650.58311,-39.626762,113.725,4.699
52.4,18985.14726,-37650.44467,-39.627351,113.726,4.7
52.5,18985.42181,-37650.30622,-39.62794,113.726,4.7
52.6,18985.69636,-37650.16778,-39.62853,113.727,4.701
52.7,18985.9709,-37650.02933,-39.629119,113.727,4.701
52.8,18986.24545,-37649.89088,-39.629708,113.728,4.702
52.9,18986.52,-37649.75243,-39.630297,113.729,4.702
53,18986.79454,-37649.61398,-39.630887,113.729,4.703
53.1,18987.06909,-37649.47552,-39.631476,113.73,4.703
53.2,18987.34363,-37649.33706,-39.632065,113.73,4.704
53.3,18987.61817,-37649.1986,-39.632655,113.731,4.704
53.4,18987.89271,-37649.06014,-39.633244,113.731,4.705
53.5,18988.16725,-37648.92168,-39.633833,113.732,4.705
53.6,18988.44179,-37648.78322,-39.634422,113.733,4.706
53.7,18988.71633,-37648.64475,-39.635012,113.733,4.706
53.8,18988.99087,-37648.50628,-39.635601,113.734,4.707
53.9,18989.2654,-37648.36781,-39.63619,113.734,4.707
54,18989.53994,-37648.22933,-39.636779,113.735,4.708
54.1,18989.81447,-37648.09086,-39.637369,113.735,4.708
54.2,18990.08901,-37647.95238,-39.637958,113.736,4.708
54.3,18990.36354,-37647.8139,-39.638547,113.737,4.709
54.4,18990.63807,-37647.67542,-39.639136,113.737,4.709
54.5,18990.9126,-37647.53694,-39.639726,113.738,4.71
54.6,18991.18713,-37647.39845,-39.640315,113.738,4.71
54.7,18991.46166,-37647.25997,-39.640904,113.739,4.711
54.8,18991.73618,-37647.12148,-39.641493,113.739,4.711
54.9,18992.01071,-37646.98299,-39.642083,113.74,4.712
55,18992.28524,-37646.84449,-39.642672,113.741,4.712
55.1,18992.55976,-37646.706,-39.643261,113.741,4.713
55.2,18992.83428,-37646.5675,-39.64385,113.742,4.713
55.3,18993.1088,-37646.429,-39.64444,113.742,4.714
55.4,18993.38333,-37646.2905,-39.645029,113.743,4.714
55.5,18993.65785,-37646.152,-39.645618,113.743,4.715
55.6,18993.93236,-37646.01349,-39.646207,113.744,4.715
55.7,18994.20688,-37645.87498,-39.646797,113.745,4.716
55.8,18994.4814,-37645.73647,-39.647386,113.745,4.716
55.9,18994.75592,-37645.59796,-39.647975,113.746,4.717
56,18995.03043,-37645.45945,-39.648564,113.746,4.717
56.1,18995.30494,-37645.32093,-39.649153,113.747,4.718
56.2,18995.57946,-37645.18242,-39.649743,113.747,4.718
56.3,18995.85397,-37645.0439,-39.650332,113.748,4.719
56.4,18996.12848,-37644.90538,-39.650921,113.749,4.719
56.5,18996.40299,-37644.76685,-39.65151,113.749,4.72
56.6,18996.6775,-37644.62833,-39.652099,113.75,4.72
56.7,18996.95201,-37644.4898,-39.652689,113.75,4.721
56.8,18997.22651,-37644.35127,-39.653278,113.751,4.721
56.9,18997.50102,-37644.21274,-39.653867,113.751,4.722
57,18997.77552,-37644.07421,-39.654456,113.752,4.722
57.1,18998.05003,-37643.93567,-39.655045,113.753,4.722
57.2,18998.32453,-37643.79713,-39.655635,113.753,4.723
57.3,18998.59903,-37643.65859,-39.656224,113.754,4.723
57.4,18998.87353,-37643.52005,-39.656813,113.754,4.724
57.5,18999.14803,-37643.38151,-39.657402,113.755,4.724
57.6,18999.42253,-37643.24296,-39.657991,113.755,4.725
57.7,18999.69703,-37643.10442,-39.658581,113.756,4.725
57.8,18999.97153,-37642.96587,-39.65917,113.757,4.726
57.9,19000.24602,-37642.82732,-39.659759,113.757,4.726
58,19000.52052,-37642.68876,-39.660348,113.758,4.727
58.1,19000.79501,-37642.55021,-39.660937,113.758,4.727
58.2,19001.0695,-37642.41165,-39.661526,113.759,4.728
58.3,19001.34399,-37642.27309,-39.662116,113.759,4.728
58.4,19001.61849,-37642.13453,-39.662705,113.76,4.729
58.5,19001.89297,-37641.99597,-39.663294,113.761,4.729
58.6,19002.16746,-37641.8574,-39.663883,113.761,4.73
58.7,19002.44195,-37641.71883,-39.664472,113.762,4.73
58.8,19002.71644,-37641.58026,-39.665061,113.762,4.731
58.9,19002.99092,-37641.44169,-39.665651,113.763,4.731
59,19003.26541,-37641.30312,-39.66624,113.764,4.732
59.1,19003.53989,-37641.16455,-39.666829,113.764,4.732
59.2,19003.81437,-37641.02597,-39.667418,113.765,4.733
59.3,19004.08886,-37640.88739,-39.668007,113.765,4.733
59.4,19004.36334,-37640.74881,-39.668596,113.766,4.734
59.5,19004.63782,-37640.61022,-39.669185,113.766,4.734
59.6,19004.91229,-37640.47164,-39.669775,113.767,4.735
59.7,19005.18677,-37640.33305,-39.670364,113.768,4.735
59.8,19005.46125,-37640.19446,-39.670953,113.768,4.735
59.9,19005.73572,-37640.05587,-39.671542,113.769,4.736
60,19006.0102,-37639.91728,-39.672131,113.769,4.736
60.1,19006.28467,-37639.77868,-39.67272,113.77,4.737
60.2,19006.55914,-37639.64008,-39.673309,113.77,4.737
60.3,19006.83362,-37639.50149,-39.673899,113.771,4.738
60.4,19007.10809,-37639.36288,-39.674488,113.772,4.738
60.5,19007.38256,-37639.22428,-39.675077,113.772,4.739
60.6,19007.65702,-37639.08568,-39.675666,113.773,4.739
60.7,19007.93149,-37638.94707,-39.676255,113.773,4.74
60.8,19008.20596,-37638.80846,-39.676844,113.774,4.74
60.9,19008.48042,-37638.66985,-39.677433,113.774,4.741
61,19008.75489,-37638.53123,-39.678022,113.775,4.741
61.1,19009.02935,-37638.39262,-39.678611,113.776,4.742
61.2,19009.30381,-37638.254,-39.679201,113.776,4.742
61.3,19009.57828,-37638.11538,-39.67979,113.777,4.743
61.4,19009.85274,-37637.97676,-39.680379,113.777,4.743
61.5,19010.1272,-37637.83814,-39.680968,113.778,4.744
61.6,19010.40165,-37637.69951,-39.681557,113.778,4.744
61.7,19010.67611,-37637.56088,-39.682146,113.779,4.745
61.8,19010.95057,-37637.42226,-39.682735,113.78,4.745
61.9,19011.22502,-37637.28362,-39.683324,113.78,4.746
62,19011.49948,-37637.14499,-39.683913,113.781,4.746
62.1,19011.77393,-37637.00636,-39.684502,113.781,4.747
62.2,19012.04838,-37636.86772,-39.685092,113.782,4.747
62.3,19012.32283,-37636.72908,-39.685681,113.783,4.747
62.4,19012.59728,-37636.59044,-39.68627,113.783,4.748
62.5,19012.87173,-37636.45179,-39.686859,113.784,4.748
62.6,19013.14618,-37636.31315,-39.687448,113.784,4.749
62.7,19013.42063,-37636.1745,-39.688037,113.785,4.749
62.8,19013.69507,-37636.03585,-39.688626,113.785,4.75
62.9,19013.96952,-37635.8972,-39.689215,113.786,4.75
63,19014.24396,-37635.75855,-39.689804,113.787,4.751
63.1,19014.51841,-37635.61989,-39.690393,113.787,4.751
63.2,19014.79285,-37635.48123,-39.690982,113.788,4.752
63.3,19015.06729,-37635.34257,-39.691571,113.788,4.752
63.4,19015.34173,-37635.20391,-39.69216,113.789,4.753
63.5,19015.61617,-37635.06525,-39.692749,113.789,4.753
63.6,19015.89061,-37634.92658,-39.693339,113.79,4.754
63.7,19016.16505,-37634.78792,-39.693928,113.791,4.754
63.8,19016.43948,-37634.64925,-39.694517,113.791,4.755
63.9,19016.71392,-37634.51058,-39.695106,113.792,4.755
64,19016.98835,-37634.3719,-39.695695,113.792,4.756
64.1,19017.26278,-37634.23323,-39.696284,113.793,4.756
64.2,19017.53722,-37634.09455,-39.696873,113.793,4.757
64.3,19017.81165,-37633.95587,-39.697462,113.794,4.757
64.4,19018.08608,-37633.81719,-39.698051,113.795,4.758
64.5,19018.36051,-37633.67851,-39.69864,113.795,4.758
64.6,19018.63493,-37633.53982,-39.699229,113.796,4.758
64.7,19018.90936,-37633.40113,-39.699818,113.796,4.759
64.8,19019.18379,-37633.26244,-39.700407,113.797,4.759
64.9,19019.45821,-37633.12375,-39.700996,113.798,4.76
65,19019.73264,-37632.98506,-39.701585,113.798,4.76
65.1,19020.00706,-37632.84636,-39.702174,113.799,4.761
65.2,19020.28148,-37632.70767,-39.702763,113.799,4.761
65.3,19020.5559,-37632.56897,-39.703352,113.8,4.762
65.4,19020.83032,-37632.43027,-39.703941,113.8,4.762
65.5,19021.10474,-37632.29156,-39.70453,113.801,4.763
65.6,19021.37916,-37632.15286,-39.705119,113.802,4.763
65.7,19021.65357,-37632.01415,-39.705708,113.802,4.764
65.8,19021.92799,-37631.87544,-39.706297,113.803,4.764
65.9,19022.20241,-37631.73673,-39.706886,113.803,4.765
66,19022.47682,-37631.59802,-39.707475,113.804,4.765
66.1,19022.75123,-37631.4593,-39.708064,113.804,4.766
66.2,19023.02564,-37631.32058,-39.708653,113.805,4.766
66.3,19023.30005,-37631.18186,-39.709242,113.806,4.767
66.4,19023.57446,-37631.04314,-39.709831,113.806,4.767
66.5,19023.84887,-37630.90442,-39.71042,113.807,4.768
66.6,19024.12328,-37630.76569,-39.711009,113.807,4.768
66.7,19024.39769,-37630.62697,-39.711598,113.808,4.768
66.8,19024.67209,-37630.48824,-39.712187,113.809,4.769
66.9,19024.9465,-37630.3495,-39.712776,113.809,4.769
67,19025.2209,-37630.21077,-39.713365,113.81,4.77
67.1,19025.4953,-37630.07204,-39.713954,113.81,4.77
67.2,19025.76971,-37629.9333,-39.714543,113.811,4.771
67.3,19026.04411,-37629.79456,-39.715132,113.811,4.771
67.4,19026.31851,-37629.65582,-39.715721,113.812,4.772
67.5,19026.59291,-37629.51707,-39.71631,113.813,4.772
67.6,19026.8673,-37629.37833,-39.716899,113.813,4.773
67.7,19027.1417,-37629.23958,-39.717488,113.814,4.773
67.8,19027.4161,-37629.10083,-39.718077,113.814,4.774
67.9,19027.69049,-37628.96208,-39.718666,113.815,4.774
68,19027.96488,-37628.82333,-39.719255,113.815,4.775
68.1,19028.23928,-37628.68457,-39.719844,113.816,4.775
68.2,19028.51367,-37628.54581,-39.720433,113.817,4.776
68.3,19028.78806,-37628.40705,-39.721022,113.817,4.776
68.4,19029.06245,-37628.26829,-39.721611,113.818,4.777
68.5,19029.33684,-37628.12953,-39.7222,113.818,4.777
68.6,19029.61122,-37627.99076,-39.722789,113.819,4.778
68.7,19029.88561,-37627.852,-39.723378,113.82,4.778
68.8,19030.16,-37627.71323,-39.723967,113.82,4.778
68.9,19030.43438,-37627.57446,-39.724555,113.821,4.779
69,19030.70876,-37627.43568,-39.725144,113.821,4.779
69.1,19030.98315,-37627.29691,-39.725733,113.822,4.78
69.2,19031.25753,-37627.15813,-39.726322,113.822,4.78
69.3,19031.53191,-37627.01935,-39.726911,113.823,4.781
69.4,19031.80629,-37626.88057,-39.7275,113.824,4.781
69.5,19032.08067,-37626.74179,-39.728089,113.824,4.782
69.6,19032.35504,-37626.603,-39.728678,113.825,4.782
69.7,19032.62942,-37626.46421,-39.729267,113.825,4.783
69.8,19032.9038,-37626.32542,-39.729856,113.826,4.783
69.9,19033.17817,-37626.18663,-39.730445,113.826,4.784
70,19033.45254,-37626.04784,-39.731034,113.827,4.784
70.1,19033.72692,-37625.90904,-39.731623,113.828,4.785
70.2,19034.00129,-37625.77025,-39.732212,113.828,4.785
70.3,19034.27566,-37625.63145,-39.7328,113.829,4.786
70.4,19034.55003,-37625.49264,-39.733389,113.829,4.786
70.5,19034.8244,-37625.35384,-39.733978,113.83,4.787
70.6,19035.09876,-37625.21504,-39.734567,113.831,4.787
70.7,19035.37313,-37625.07623,-39.735156,113.831,4.787
70.8,19035.64749,-37624.93742,-39.735745,113.832,4.788
70.9,19035.92186,-37624.79861,-39.736334,113.832,4.788
71,19036.19622,-37624.65979,-39.736923,113.833,4.789
71.1,19036.47058,-37624.52098,-39.737512,113.833,4.789
71.2,19036.74495,-37624.38216,-39.738101,113.834,4.79
71.3,19037.01931,-37624.24334,-39.73869,113.835,4.79
71.4,19037.29366,-37624.10452,-39.739278,113.835,4.791
71.5,19037.56802,-37623.9657,-39.739867,113.836,4.791
71.6,19037.84238,-37623.82687,-39.740456,113.836,4.792
71.7,19038.11674,-37623.68804,-39.741045,113.837,4.792
71.8,19038.39109,-37623.54921,-39.741634,113.838,4.793
71.9,19038.66545,-37623.41038,-39.742223,113.838,4.793
72,19038.9398,-37623.27155,-39.742812,113.839,4.794
72.1,19039.21415,-37623.13271,-39.743401,113.839,4.794
72.2,19039.4885,-37622.99388,-39.743989,113.84,4.795
72.3,19039.76285,-37622.85504,-39.744578,113.84,4.795
72.4,19040.0372,-37622.7162,-39.745167,113.841,4.795
72.5,19040.31155,-37622.57735,-39.745756,113.842,4.796
72.6,19040.5859,-37622.43851,-39.746345,113.842,4.796
72.7,19040.86024,-37622.29966,-39.746934,113.843,4.797
72.8,19041.13459,-37622.16081,-39.747523,113.843,4.797
72.9,19041.40893,-37622.02196,-39.748112,113.844,4.798
73,19041.68327,-37621.8831,-39.7487,113.845,4.798
73.1,19041.95762,-37621.74425,-39.749289,113.845,4.799
73.2,19042.23196,-37621.60539,-39.749878,113.846,4.799
73.3,19042.5063,-37621.46653,-39.750467,113.846,4.8
73.4,19042.78064,-37621.32767,-39.751056,113.847,4.8
73.5,19043.05497,-37621.18881,-39.751645,113.847,4.801
73.6,19043.32931,-37621.04994,-39.752234,113.848,4.801
73.7,19043.60365,-37620.91107,-39.752822,113.849,4.802
73.8,19043.87798,-37620.7722,-39.753411,113.849,4.802
73.9,19044.15232,-37620.63333,-39.754,113.85,4.803
74,19044.42665,-37620.49446,-39.754589,113.85,4.803
74.1,19044.70098,-37620.35558,-39.755178,113.851,4.803
74.2,19044.97531,-37620.21671,-39.755767,113.852,4.804
74.3,19045.24964,-37620.07783,-39.756355,113.852,4.804
74.4,19045.52397,-37619.93895,-39.756944,113.853,4.805
74.5,19045.7983,-37619.80006,-39.757533,113.853,4.805
74.6,19046.07262,-37619.66118,-39.758122,113.854,4.806
74.7,19046.34695,-37619.52229,-39.758711,113.854,4.806
74.8,19046.62128,-37619.3834,-39.759299,113.855,4.807
74.9,19046.8956,-37619.24451,-39.759888,113.856,4.807
75,19047.16992,-37619.10562,-39.760477,113.856,4.808
75.1,19047.44424,-37618.96672,-39.761066,113.857,4.808
75.2,19047.71856,-37618.82782,-39.761655,113.857,4.809
75.3,19047.99288,-37618.68892,-39.762244,113.858,4.809
75.4,19048.2672,-37618.55002,-39.762832,113.859,4.81
75.5,19048.54152,-37618.41112,-39.763421,113.859,4.81
75.6,19048.81584,-37618.27221,-39.76401,113.86,4.811
75.7,19049.09015,-37618.1333,-39.764599,113.86,4.811
75.8,19049.36447,-37617.9944,-39.765188,113.861,4.811
75.9,19049.63878,-37617.85548,-39.765776,113.861,4.812
76,19049.91309,-37617.71657,-39.766365,113.862,4.812
76.1,19050.18741,-37617.57765,-39.766954,113.863,4.813
76.2,19050.46172,-37617.43874,-39.767543,113.863,4.813
76.3,19050.73603,-37617.29982,-39.768132,113.864,4.814
76.4,19051.01033,-37617.1609,-39.76872,113.864,4.814
76.5,19051.28464,-37617.02197,-39.769309,113.865,4.815
76.6,19051.55895,-37616.88305,-39.769898,113.866,4.815
76.7,19051.83325,-37616.74412,-39.770487,113.866,4.816
76.8,19052.10756,-37616.60519,-39.771075,113.867,4.816
76.9,19052.38186,-37616.46626,-39.771664,113.867,4.817
77,19052.65616,-37616.32733,-39.772253,113.868,4.817
77.1,19052.93047,-37616.18839,-39.772842,113.868,4.818
77.2,19053.20477,-37616.04945,-39.773431,113.869,4.818
77.3,19053.47907,-37615.91051,-39.774019,113.87,4.818
77.4,19053.75336,-37615.77157,-39.774608,113.87,4.819
77.5,19054.02766,-37615.63263,-39.775197,113.871,4.819
77.6,19054.30196,-37615.49368,-39.775786,113.871,4.82
77.7,19054.57625,-37615.35474,-39.776374,113.872,4.82
77.8,19054.85055,-37615.21579,-39.776963,113.873,4.821
77.9,19055.12484,-37615.07683,-39.777552,113.873,4.821
78,19055.39913,-37614.93788,-39.778141,113.874,4.822
78.1,19055.67342,-37614.79893,-39.778729,113.874,4.822
78.2,19055.94771,-37614.65997,-39.779318,113.875,4.823
78.3,19056.222,-37614.52101,-39.779907,113.875,4.823
78.4,19056.49629,-37614.38205,-39.780496,113.876,4.824
78.5,19056.77058,-37614.24308,-39.781084,113.877,4.824
78.6,19057.04487,-37614.10412,-39.781673,113.877,4.825
78.7,19057.31915,-37613.96515,-39.782262,113.878,4.825
78.8,19057.59344,-37613.82618,-39.782851,113.878,4.825
78.9,19057.86772,-37613.68721,-39.783439,113.879,4.826
79,19058.142,-37613.54824,-39.784028,113.88,4.826
79.1,19058.41628,-37613.40926,-39.784617,113.88,4.827
79.2,19058.69056,-37613.27028,-39.785205,113.881,4.827
79.3,19058.96484,-37613.1313,-39.785794,113.881,4.828
79.4,19059.23912,-37612.99232,-39.786383,113.882,4.828
79.5,19059.5134,-37612.85334,-39.786972,113.882,4.829
79.6,19059.78767,-37612.71435,-39.78756,113.883,4.829
79.7,19060.06195,-37612.57537,-39.788149,113.884,4.83
79.8,19060.33622,-37612.43638,-39.788738,113.884,4.83
79.9,19060.6105,-37612.29738,-39.789327,113.885,4.831
80,19060.88477,-37612.15839,-39.789915,113.885,4.831
80.1,19061.15904,-37612.0194,-39.790504,113.886,4.832
80.2,19061.43331,-37611.8804,-39.791093,113.887,4.832
80.3,19061.70758,-37611.7414,-39.791681,113.887,4.832
80.4,19061.98185,-37611.6024,-39.79227,113.888,4.833
80.5,19062.25611,-37611.46339,-39.792859,113.888,4.833
80.6,19062.53038,-37611.32439,-39.793447,113.889,4.834
80.7,19062.80464,-37611.18538,-39.794036,113.89,4.834
80.8,19063.07891,-37611.04637,-39.794625,113.89,4.835
80.9,19063.35317,-37610.90736,-39.795214,113.891,4.835
81,19063.62743,-37610.76835,-39.795802,113.891,4.836
81.1,19063.90169,-37610.62933,-39.796391,113.892,4.836
81.2,19064.17595,-37610.49031,-39.79698,113.892,4.837
81.3,19064.45021,-37610.35129,-39.797568,113.893,4.837
81.4,19064.72447,-37610.21227,-39.798157,113.894,4.838
81.5,19064.99873,-37610.07325,-39.798746,113.894,4.838
81.6,19065.27298,-37609.93422,-39.799334,113.895,4.839
