Time (EpSec),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
35.6,4190.239247,-3963.997753,2931.951713,0.16766,-1.724299,3.068123
35.7,4190.255982,-3964.170154,2932.258504,0.167044,-1.723715,3.067692
35.8,4190.272656,-3964.342496,2932.565251,0.166427,-1.723132,3.06726
35.9,4190.289268,-3964.51478,2932.871956,0.165811,-1.722549,3.066829
36,4190.305818,-3964.687006,2933.178617,0.165195,-1.721966,3.066397
36.1,4190.322307,-3964.859173,2933.485235,0.164578,-1.721383,3.065966
36.2,4190.338734,-3965.031283,2933.79181,0.163962,-1.7208,3.065535
36.3,4190.355099,-3965.203333,2934.098342,0.163346,-1.720217,3.065103
36.4,4190.371403,-3965.375326,2934.404831,0.16273,-1.719634,3.064672
36.5,4190.387645,-3965.54726,2934.711276,0.162114,-1.719051,3.064241
36.6,4190.403826,-3965.719136,2935.017679,0.161498,-1.718468,3.063809
36.7,4190.419945,-3965.890954,2935.324038,0.160883,-1.717885,3.063378
36.8,4190.436002,-3966.062713,2935.630354,0.160267,-1.717303,3.062947
36.9,4190.451998,-3966.234414,2935.936628,0.159651,-1.71672,3.062515
37,4190.467932,-3966.406057,2936.242858,0.159036,-1.716137,3.062084
37.1,4190.483805,-3966.577642,2936.549044,0.15842,-1.715555,3.061653
37.2,4190.499616,-3966.749168,2936.855188,0.157805,-1.714972,3.061221
37.3,4190.515366,-3966.920636,2937.161289,0.157189,-1.71439,3.06079
37.4,4190.531054,-3967.092046,2937.467346,0.156574,-1.713807,3.060359
37.5,4190.546681,-3967.263398,2937.77336,0.155959,-1.713225,3.059928
37.6,4190.562246,-3967.434691,2938.079332,0.155344,-1.712642,3.059496
37.7,4190.57775,-3967.605926,2938.38526,0.154728,-1.71206,3.059065
37.8,4190.593192,-3967.777103,2938.691145,0.154113,-1.711478,3.058634
37.9,4190.608572,-3967.948222,2938.996986,0.153498,-1.710895,3.058202
38,4190.623891,-3968.119282,2939.302785,0.152884,-1.710313,3.057771
38.1,4190.639149,-3968.290284,2939.608541,0.152269,-1.709731,3.05734
38.2,4190.654345,-3968.461228,2939.914253,0.151654,-1.709149,3.056909
38.3,4190.66948,-3968.632114,2940.219922,0.151039,-1.708567,3.056477
38.4,4190.684553,-3968.802942,2940.525549,0.150425,-1.707985,3.056046
38.5,4190.699565,-3968.973711,2940.831132,0.14981,-1.707403,3.055615
38.6,4190.714515,-3969.144422,2941.136672,0.149196,-1.706821,3.055184
38.7,4190.729404,-3969.315075,2941.442168,0.148581,-1.706239,3.054753
38.8,4190.744231,-3969.48567,2941.747622,0.147967,-1.705657,3.054321
38.9,4190.758997,-3969.656207,2942.053033,0.147353,-1.705075,3.05389
39,4190.773702,-3969.826685,2942.3584,0.146739,-1.704493,3.053459
39.1,4190.788345,-3969.997105,2942.663724,0.146124,-1.703912,3.053028
39.2,4190.802927,-3970.167467,2942.969006,0.14551,-1.70333,3.052597
39.3,4190.817447,-3970.337771,2943.274244,0.144896,-1.702748,3.052165
39.4,4190.831906,-3970.508017,2943.579439,0.144283,-1.702167,3.051734
39.5,4190.846304,-3970.678205,2943.884591,0.143669,-1.701585,3.051303
39.6,4190.86064,-3970.848334,2944.189699,0.143055,-1.701003,3.050872
39.7,4190.874915,-3971.018405,2944.494765,0.142441,-1.700422,3.050441
39.8,4190.889128,-3971.188418,2944.799787,0.141828,-1.69984,3.05001
39.9,4190.90328,-3971.358373,2945.104767,0.141214,-1.699259,3.049578
40,4190.917371,-3971.52827,2945.409703,0.140601,-1.698678,3.049147
40.1,4190.9314,-3971.698109,2945.714596,0.139987,-1.698096,3.048716
40.2,4190.945368,-3971.86789,2946.019446,0.139374,-1.697515,3.048285
40.3,4190.959275,-3972.037612,2946.324253,0.13876,-1.696934,3.047854
40.4,4190.97312,-3972.207276,2946.629017,0.138147,-1.696353,3.047423
40.5,4190.986904,-3972.376882,2946.933738,0.137534,-1.695772,3.046992
40.6,4191.000627,-3972.546431,2947.238415,0.136921,-1.69519,3.04656
40.7,4191.014289,-3972.715921,2947.54305,0.136308,-1.694609,3.046129
40.8,4191.027889,-3972.885352,2947.847641,0.135695,-1.694028,3.045698
40.9,4191.041428,-3973.054726,2948.15219,0.135082,-1.693447,3.045267
41,4191.054905,-3973.224042,2948.456695,0.134469,-1.692866,3.044836
41.1,4191.068322,-3973.3933,2948.761157,0.133857,-1.692286,3.044405
41.2,4191.081677,-3973.562499,2949.065576,0.133244,-1.691705,3.043974
41.3,4191.09497,-3973.731641,2949.369952,0.132631,-1.691124,3.043543
41.4,4191.108203,-3973.900724,2949.674284,0.132019,-1.690543,3.043112
41.5,4191.121374,-3974.069749,2949.978574,0.131407,-1.689962,3.042681
41.6,4191.134484,-3974.238716,2950.28282,0.130794,-1.689382,3.04225
41.7,4191.147533,-3974.407625,2950.587024,0.130182,-1.688801,3.041819
41.8,4191.160521,-3974.576477,2950.891184,0.12957,-1.688221,3.041388
41.9,4191.173447,-3974.74527,2951.195301,0.128957,-1.68764,3.040957
42,4191.186312,-3974.914005,2951.499375,0.128345,-1.687059,3.040526
42.1,4191.199116,-3975.082681,2951.803406,0.127733,-1.686479,3.040094
42.2,4191.211859,-3975.2513,2952.107394,0.127121,-1.685899,3.039663
42.3,4191.22454,-3975.419861,2952.411339,0.126509,-1.685318,3.039232
42.4,4191.237161,-3975.588364,2952.715241,0.125898,-1.684738,3.038801
42.5,4191.24972,-3975.756809,2953.019099,0.125286,-1.684158,3.03837
42.6,4191.262218,-3975.925195,2953.322915,0.124674,-1.683577,3.037939
42.7,4191.274655,-3976.093524,2953.626687,0.124062,-1.682997,3.037508
42.8,4191.28703,-3976.261795,2953.930417,0.123451,-1.682417,3.037077
42.9,4191.299345,-3976.430008,2954.234103,0.122839,-1.681837,3.036646
43,4191.311598,-3976.598162,2954.537746,0.122228,-1.681257,3.036215
43.1,4191.32379,-3976.766259,2954.841346,0.121617,-1.680677,3.035784
43.2,4191.335922,-3976.934298,2955.144903,0.121005,-1.680097,3.035354
43.3,4191.347992,-3977.102278,2955.448417,0.120394,-1.679517,3.034923
43.4,4191.36,-3977.270201,2955.751887,0.119783,-1.678937,3.034492
43.5,4191.371948,-3977.438066,2956.055315,0.119172,-1.678357,3.034061
43.6,4191.383835,-3977.605872,2956.358699,0.118561,-1.677777,3.03363
43.7,4191.39566,-3977.773621,2956.662041,0.11795,-1.677197,3.033199
43.8,4191.407425,-3977.941312,2956.965339,0.117339,-1.676618,3.032768
43.9,4191.419128,-3978.108945,2957.268594,0.116728,-1.676038,3.032337
44,4191.43077,-3978.276519,2957.571807,0.116118,-1.675458,3.031906
44.1,4191.442352,-3978.444036,2957.874976,0.115507,-1.674879,3.031475
44.2,4191.453872,-3978.611495,2958.178102,0.114896,-1.674299,3.031044
44.3,4191.465331,-3978.778896,2958.481184,0.114286,-1.673719,3.030613
44.4,4191.476729,-3978.946239,2958.784224,0.113675,-1.67314,3.030182
44.5,4191.488066,-3979.113524,2959.087221,0.113065,-1.67256,3.029751
44.6,4191.499342,-3979.280751,2959.390174,0.112455,-1.671981,3.029321
44.7,4191.510557,-3979.44792,2959.693085,0.111844,-1.671402,3.02889
44.8,4191.521711,-3979.615031,2959.995952,0.111234,-1.670822,3.028459
44.9,4191.532804,-3979.782085,2960.298777,0.110624,-1.670243,3.028028
45,4191.543836,-3979.94908,2960.601558,0.110014,-1.669664,3.027597
45.1,4191.554807,-3980.116017,2960.904296,0.109404,-1.669085,3.027166
45.2,4191.565717,-3980.282897,2961.206991,0.108794,-1.668505,3.026735
45.3,4191.576565,-3980.449719,2961.509643,0.108184,-1.667926,3.026304
45.4,4191.587353,-3980.616482,2961.812252,0.107575,-1.667347,3.025874
45.5,4191.59808,-3980.783188,2962.114818,0.106965,-1.666768,3.025443
45.6,4191.608746,-3980.949836,2962.417341,0.106355,-1.666189,3.025012
45.7,4191.619351,-3981.116426,2962.71982,0.105746,-1.66561,3.024581
45.8,4191.629895,-3981.282958,2963.022257,0.105136,-1.665031,3.02415
45.9,4191.640379,-3981.449432,2963.32465,0.104527,-1.664453,3.023719
46,4191.650801,-3981.615848,2963.627001,0.103917,-1.663874,3.023289
46.1,4191.661162,-3981.782207,2963.929308,0.103308,-1.663295,3.022858
46.2,4191.671462,-3981.948507,2964.231572,0.102699,-1.662716,3.022427
46.3,4191.681702,-3982.11475,2964.533793,0.10209,-1.662137,3.021996
46.4,4191.69188,-3982.280935,2964.835971,0.10148,-1.661559,3.021565
46.5,4191.701998,-3982.447062,2965.138106,0.100871,-1.66098,3.021135
46.6,4191.712055,-3982.613131,2965.440198,0.100262,-1.660402,3.020704
46.7,4191.72205,-3982.779142,2965.742247,0.099654,-1.659823,3.020273
46.8,4191.731985,-3982.945096,2966.044253,0.099045,-1.659245,3.019842
46.9,4191.741859,-3983.110991,2966.346216,0.098436,-1.658666,3.019411
47,4191.751672,-3983.276829,2966.648135,0.097827,-1.658088,3.018981
47.1,4191.761425,-3983.442609,2966.950012,0.097219,-1.657509,3.01855
47.2,4191.771116,-3983.608331,2967.251845,0.09661,-1.656931,3.018119
47.3,4191.780747,-3983.773995,2967.553636,0.096002,-1.656353,3.017688
47.4,4191.790317,-3983.939601,2967.855383,0.095393,-1.655775,3.017258
47.5,4191.799825,-3984.10515,2968.157087,0.094785,-1.655196,3.016827
47.6,4191.809274,-3984.270641,2968.458748,0.094177,-1.654618,3.016396
47.7,4191.818661,-3984.436073,2968.760366,0.093568,-1.65404,3.015965
47.8,4191.827987,-3984.601449,2969.061941,0.09296,-1.653462,3.015535
47.9,4191.837253,-3984.766766,2969.363473,0.092352,-1.652884,3.015104
48,4191.846458,-3984.932025,2969.664962,0.091744,-1.652306,3.014673
48.1,4191.855602,-3985.097227,2969.966408,0.091136,-1.651728,3.014242
48.2,4191.864685,-3985.262371,2970.267811,0.090528,-1.65115,3.013812
48.3,4191.873707,-3985.427457,2970.56917,0.08992,-1.650572,3.013381
48.4,4191.882669,-3985.592485,2970.870487,0.089313,-1.649994,3.01295
48.5,4191.89157,-3985.757456,2971.17176,0.088705,-1.649417,3.01252
48.6,4191.90041,-3985.922369,2971.472991,0.088097,-1.648839,3.012089
48.7,4191.909189,-3986.087224,2971.774178,0.08749,-1.648261,3.011658
48.8,4191.917908,-3986.252021,2972.075322,0.086882,-1.647683,3.011228
48.9,4191.926566,-3986.41676,2972.376424,0.086275,-1.647106,3.010797
49,4191.935163,-3986.581442,2972.677482,0.085668,-1.646528,3.010366
49.1,4191.943699,-3986.746066,2972.978497,0.08506,-1.645951,3.009936
49.2,4191.952175,-3986.910632,2973.279469,0.084453,-1.645373,3.009505
49.3,4191.96059,-3987.075141,2973.580398,0.083846,-1.644796,3.009074
49.4,4191.968944,-3987.239591,2973.881284,0.083239,-1.644218,3.008644
49.5,4191.977238,-3987.403984,2974.182127,0.082632,-1.643641,3.008213
49.6,4191.985471,-3987.56832,2974.482926,0.082025,-1.643064,3.007782
49.7,4191.993643,-3987.732597,2974.783683,0.081418,-1.642486,3.007352
49.8,4192.001754,-3987.896817,2975.084397,0.080811,-1.641909,3.006921
49.9,4192.009805,-3988.060979,2975.385067,0.080205,-1.641332,3.00649
50,4192.017795,-3988.225083,2975.685695,0.079598,-1.640755,3.00606
50.1,4192.025725,-3988.38913,2975.986279,0.078991,-1.640178,3.005629
50.2,4192.033593,-3988.553119,2976.286821,0.078385,-1.639601,3.005199
50.3,4192.041401,-3988.71705,2976.587319,0.077778,-1.639023,3.004768
50.4,4192.049149,-3988.880923,2976.887774,0.077172,-1.638446,3.004337
50.5,4192.056836,-3989.044739,2977.188186,0.076565,-1.637869,3.003907
50.6,4192.064462,-3989.208497,2977.488555,0.075959,-1.637293,3.003476
50.7,4192.072028,-3989.372198,2977.788882,0.075353,-1.636716,3.003046
50.8,4192.079533,-3989.535841,2978.089165,0.074747,-1.636139,3.002615
50.9,4192.086977,-3989.699426,2978.389404,0.074141,-1.635562,3.002184
51,4192.094361,-3989.862953,2978.689601,0.073535,-1.634985,3.001754
51.1,4192.101684,-3990.026423,2978.989755,0.072929,-1.634409,3.001323
51.2,4192.108947,-3990.189835,2979.289866,0.072323,-1.633832,3.000893
51.3,4192.116149,-3990.353189,2979.589934,0.071717,-1.633255,3.000462
51.4,4192.12329,-3990.516486,2979.889958,0.071111,-1.632679,3.000032
51.5,4192.130371,-3990.679725,2980.18994,0.070506,-1.632102,2.999601
51.6,4192.137391,-3990.842906,2980.489879,0.0699,-1.631526,2.99917
51.7,4192.144351,-3991.00603,2980.789774,0.069295,-1.630949,2.99874
51.8,4192.15125,-3991.169096,2981.089627,0.068689,-1.630373,2.998309
51.9,4192.158089,-3991.332104,2981.389436,0.068084,-1.629796,2.997879
52,4192.164867,-3991.495055,2981.689202,0.067478,-1.62922,2.997448
52.1,4192.171584,-3991.657948,2981.988926,0.066873,-1.628644,2.997018
52.2,4192.178241,-3991.820784,2982.288606,0.066268,-1.628067,2.996587
52.3,4192.184838,-3991.983562,2982.588243,0.065663,-1.627491,2.996157
52.4,4192.191374,-3992.146282,2982.887837,0.065058,-1.626915,2.995726
52.5,4192.197849,-3992.308945,2983.187388,0.064453,-1.626339,2.995296
52.6,4192.204264,-3992.47155,2983.486896,0.063848,-1.625763,2.994865
52.7,4192.210619,-3992.634097,2983.786361,0.063243,-1.625187,2.994435
52.8,4192.216913,-3992.796587,2984.085783,0.062638,-1.624611,2.994004
52.9,4192.223147,-3992.959019,2984.385162,0.062033,-1.624035,2.993574
53,4192.22932,-3993.121394,2984.684498,0.061429,-1.623459,2.993143
53.1,4192.235432,-3993.283711,2984.983791,0.060824,-1.622883,2.992713
53.2,4192.241484,-3993.445971,2985.283041,0.060219,-1.622307,2.992282
53.3,4192.247476,-3993.608173,2985.582247,0.059615,-1.621731,2.991852
53.4,4192.253407,-3993.770317,2985.881411,0.059011,-1.621155,2.991421
53.5,4192.259278,-3993.932404,2986.180532,0.058406,-1.620579,2.990991
53.6,4192.265089,-3994.094433,2986.479609,0.057802,-1.620004,2.99056
53.7,4192.270839,-3994.256404,2986.778644,0.057198,-1.619428,2.99013
53.8,4192.276528,-3994.418318,2987.077635,0.056594,-1.618852,2.989699
53.9,4192.282157,-3994.580175,2987.376584,0.055989,-1.618277,2.989269
54,4192.287726,-3994.741974,2987.675489,0.055385,-1.617701,2.988839
54.1,4192.293234,-3994.903715,2987.974351,0.054781,-1.617126,2.988408
54.2,4192.298682,-3995.065399,2988.273171,0.054178,-1.61655,2.987978
54.3,4192.30407,-3995.227025,2988.571947,0.053574,-1.615975,2.987547
54.4,4192.309397,-3995.388594,2988.87068,0.05297,-1.6154,2.987117
54.5,4192.314664,-3995.550105,2989.16937,0.052366,-1.614824,2.986686
54.6,4192.31987,-3995.711559,2989.468017,0.051763,-1.614249,2.986256
54.7,4192.325017,-3995.872955,2989.766621,0.051159,-1.613674,2.985826
54.8,4192.330102,-3996.034293,2990.065182,0.050556,-1.613098,2.985395
54.9,4192.335128,-3996.195574,2990.3637,0.049952,-1.612523,2.984965
55,4192.340093,-3996.356798,2990.662175,0.049349,-1.611948,2.984534
55.1,4192.344997,-3996.517964,2990.960607,0.048746,-1.611373,2.984104
55.2,4192.349842,-3996.679073,2991.258996,0.048142,-1.610798,2.983674
55.3,4192.354626,-3996.840124,2991.557342,0.047539,-1.610223,2.983243
55.4,4192.35935,-3997.001117,2991.855645,0.046936,-1.609648,2.982813
55.5,4192.364013,-3997.162053,2992.153905,0.046333,-1.609073,2.982383
55.6,4192.368616,-3997.322932,2992.452121,0.04573,-1.608498,2.981952
55.7,4192.373159,-3997.483753,2992.750295,0.045127,-1.607923,2.981522
55.8,4192.377642,-3997.644516,2993.048426,0.044524,-1.607348,2.981091
55.9,4192.382064,-3997.805223,2993.346513,0.043922,-1.606774,2.980661
56,4192.386426,-3997.965871,2993.644558,0.043319,-1.606199,2.980231
56.1,4192.390728,-3998.126462,2993.94256,0.042716,-1.605624,2.9798
56.2,4192.394969,-3998.286996,2994.240518,0.042114,-1.605049,2.97937
56.3,4192.39915,-3998.447472,2994.538434,0.041511,-1.604475,2.97894
56.4,4192.403271,-3998.607891,2994.836306,0.040909,-1.6039,2.978509
56.5,4192.407332,-3998.768252,2995.134135,0.040306,-1.603326,2.978079
56.6,4192.411333,-3998.928556,2995.431922,0.039704,-1.602751,2.977649
56.7,4192.415273,-3999.088802,2995.729665,0.039102,-1.602177,2.977218
56.8,4192.419153,-3999.248991,2996.027366,0.0385,-1.601602,2.976788
56.9,4192.422973,-3999.409123,2996.325023,0.037897,-1.601028,2.976358
57,4192.426733,-3999.569197,2996.622637,0.037295,-1.600454,2.975927
57.1,4192.430432,-3999.729214,2996.920208,0.036693,-1.599879,2.975497
57.2,4192.434071,-3999.889173,2997.217737,0.036091,-1.599305,2.975067
57.3,4192.43765,-4000.049075,2997.515222,0.03549,-1.598731,2.974637
57.4,4192.441169,-4000.208919,2997.812664,0.034888,-1.598157,2.974206
57.5,4192.444628,-4000.368706,2998.110063,0.034286,-1.597582,2.973776
57.6,4192.448026,-4000.528435,2998.407419,0.033684,-1.597008,2.973346
57.7,4192.451365,-4000.688108,2998.704732,0.033083,-1.596434,2.972915
57.8,4192.454643,-4000.847722,2999.002002,0.032481,-1.59586,2.972485
57.9,4192.457861,-4001.00728,2999.299229,0.03188,-1.595286,2.972055
58,4192.461019,-4001.16678,2999.596413,0.031278,-1.594712,2.971625
58.1,4192.464117,-4001.326222,2999.893554,0.030677,-1.594138,2.971194
58.2,4192.467154,-4001.485607,3000.190652,0.030076,-1.593564,2.970764
58.3,4192.470132,-4001.644935,3000.487707,0.029475,-1.592991,2.970334
58.4,4192.473049,-4001.804205,3000.784719,0.028873,-1.592417,2.969904
58.5,4192.475906,-4001.963418,3001.081688,0.028272,-1.591843,2.969473
58.6,4192.478704,-4002.122574,3001.378613,0.027671,-1.591269,2.969043
58.7,4192.481441,-4002.281672,3001.675496,0.02707,-1.590696,2.968613
58.8,4192.484118,-4002.440713,3001.972336,0.026469,-1.590122,2.968183
58.9,4192.486735,-4002.599697,3002.269133,0.025869,-1.589548,2.967752
59,4192.489291,-4002.758623,3002.565886,0.025268,-1.588975,2.967322
59.1,4192.491788,-4002.917492,3002.862597,0.024667,-1.588401,2.966892
59.2,4192.494225,-4003.076303,3003.159265,0.024067,-1.587828,2.966462
59.3,4192.496601,-4003.235057,3003.45589,0.023466,-1.587254,2.966032
59.4,4192.498918,-4003.393754,3003.752471,0.022866,-1.586681,2.965601
59.5,4192.501175,-4003.552393,3004.04901,0.022265,-1.586108,2.965171
59.6,4192.503371,-4003.710976,3004.345505,0.021665,-1.585534,2.964741
59.7,4192.505508,-4003.8695,3004.641958,0.021064,-1.584961,2.964311
59.8,4192.507584,-4004.027968,3004.938367,0.020464,-1.584388,2.96388
59.9,4192.5096,-4004.186378,3005.234734,0.019864,-1.583815,2.96345
60,4192.511557,-4004.344731,3005.531058,0.019264,-1.583241,2.96302
60.1,4192.513453,-4004.503026,3005.827338,0.018664,-1.582668,2.96259
60.2,4192.51529,-4004.661264,3006.123576,0.018064,-1.582095,2.96216
60.3,4192.517066,-4004.819445,3006.41977,0.017464,-1.581522,2.96173
60.4,4192.518782,-4004.977569,3006.715921,0.016864,-1.580949,2.961299
60.5,4192.520439,-4005.135635,3007.01203,0.016264,-1.580376,2.960869
60.6,4192.522035,-4005.293644,3007.308095,0.015665,-1.579803,2.960439
60.7,4192.523572,-4005.451596,3007.604118,0.015065,-1.57923,2.960009
60.8,4192.525048,-4005.60949,3007.900097,0.014465,-1.578658,2.959579
60.9,4192.526465,-4005.767327,3008.196033,0.013866,-1.578085,2.959149
61,4192.527821,-4005.925107,3008.491927,0.013266,-1.577512,2.958718
61.1,4192.529118,-4006.08283,3008.787777,0.012667,-1.576939,2.958288
61.2,4192.530355,-4006.240495,3009.083584,0.012068,-1.576367,2.957858
61.3,4192.531532,-4006.398103,3009.379349,0.011468,-1.575794,2.957428
61.4,4192.532648,-4006.555654,3009.67507,0.010869,-1.575221,2.956998
61.5,4192.533705,-4006.713147,3009.970748,0.01027,-1.574649,2.956568
61.6,4192.534702,-4006.870583,3010.266384,0.009671,-1.574076,2.956138
61.7,4192.53564,-4007.027962,3010.561976,0.009072,-1.573504,2.955708
61.8,4192.536517,-4007.185284,3010.857525,0.008473,-1.572931,2.955277
61.9,4192.537334,-4007.342549,3011.153031,0.007874,-1.572359,2.954847
62,4192.538092,-4007.499756,3011.448495,0.007275,-1.571786,2.954417
62.1,4192.538789,-4007.656906,3011.743915,0.006676,-1.571214,2.953987
62.2,4192.539427,-4007.813999,3012.039292,0.006078,-1.570642,2.953557
62.3,4192.540005,-4007.971034,3012.334626,0.005479,-1.570069,2.953127
62.4,4192.540523,-4008.128013,3012.629917,0.004881,-1.569497,2.952697
62.5,4192.540981,-4008.284934,3012.925166,0.004282,-1.568925,2.952267
62.6,4192.541379,-4008.441798,3013.220371,0.003684,-1.568353,2.951837
62.7,4192.541718,-4008.598604,3013.515533,0.003085,-1.567781,2.951407
62.8,4192.541996,-4008.755354,3013.810652,0.002487,-1.567209,2.950976
62.9,4192.542215,-4008.912046,3014.105728,0.001889,-1.566637,2.950546
63,4192.542374,-4009.068681,3014.400761,0.00129,-1.566065,2.950116
63.1,4192.542473,-4009.225259,3014.695752,0.000692,-1.565493,2.949686
63.2,4192.542512,-4009.38178,3014.990699,0.000094,-1.564921,2.949256
63.3,4192.542492,-4009.538243,3015.285603,-0.000504,-1.564349,2.948826
63.4,4192.542412,-4009.694649,3015.580464,-0.001102,-1.563777,2.948396
63.5,4192.542272,-4009.850999,3015.875282,-0.0017,-1.563205,2.947966
63.6,4192.542072,-4010.007291,3016.170057,-0.002297,-1.562633,2.947536
63.7,4192.541812,-4010.163525,3016.464789,-0.002895,-1.562062,2.947106
63.8,4192.541493,-4010.319703,3016.759478,-0.003493,-1.56149,2.946676
63.9,4192.541114,-4010.475823,3017.054124,-0.00409,-1.560918,2.946246
64,4192.540675,-4010.631887,3017.348727,-0.004688,-1.560347,2.945816
64.1,4192.540176,-4010.787893,3017.643288,-0.005285,-1.559775,2.945386
